,Secciones,Indicadores de renta media y mediana,Periodo,Total
169183,2809601005 Navalcarnero sección 01005,Renta neta media por hogar,2021,42.427
169225,2809601006 Navalcarnero sección 01006,Renta neta media por hogar,2021,33.259
169267,2809601007 Navalcarnero sección 01007,Renta neta media por hogar,2021,43.575
169309,2809601008 Navalcarnero sección 01008,Renta neta media por hogar,2021,33.759
169351,2809601009 Navalcarnero sección 01009,Renta neta media por hogar,2021,42.457
169393,2809601010 Navalcarnero sección 01010,Renta neta media por hogar,2021,32.938
169435,2809601011 Navalcarnero sección 01011,Renta neta media por hogar,2021,46.302
169477,2809601012 Navalcarnero sección 01012,Renta neta media por hogar,2021,40.246
169519,2809601013 Navalcarnero sección 01013,Renta neta media por hogar,2021,48.933
169561,2809601014 Navalcarnero sección 01014,Renta neta media por hogar,2021,39.064
169687,2809701001 Navarredonda y San Mamés sección 01001,Renta neta media por hogar,2021,25.939
169813,2809901001 Navas del Rey sección 01001,Renta neta media por hogar,2021,30.021
169939,2810001001 Nuevo Baztán sección 01001,Renta neta media por hogar,2021,33.884
169981,2810001002 Nuevo Baztán sección 01002,Renta neta media por hogar,2021,40.565
170023,2810001003 Nuevo Baztán sección 01003,Renta neta media por hogar,2021,40.843
170149,2810101001 Olmeda de las Fuentes sección 01001,Renta neta media por hogar,2021,40.229
170275,2810201001 Orusco de Tajuña sección 01001,Renta neta media por hogar,2021,25.821
170401,2810401001 Paracuellos de Jarama sección 01001,Renta neta media por hogar,2021,54.821
170443,2810401002 Paracuellos de Jarama sección 01002,Renta neta media por hogar,2021,32.372
170485,2810401003 Paracuellos de Jarama sección 01003,Renta neta media por hogar,2021,55.670
170527,2810401004 Paracuellos de Jarama sección 01004,Renta neta media por hogar,2021,70.596
170569,2810401005 Paracuellos de Jarama sección 01005,Renta neta media por hogar,2021,76.800
170611,2810401006 Paracuellos de Jarama sección 01006,Renta neta media por hogar,2021,54.054
170653,2810401007 Paracuellos de Jarama sección 01007,Renta neta media por hogar,2021,61.525
170695,2810401008 Paracuellos de Jarama sección 01008,Renta neta media por hogar,2021,54.128
170737,2810401009 Paracuellos de Jarama sección 01009,Renta neta media por hogar,2021,55.030
170779,2810401010 Paracuellos de Jarama sección 01010,Renta neta media por hogar,2021,37.315
170821,2810401011 Paracuellos de Jarama sección 01011,Renta neta media por hogar,2021,55.638
170947,2810601001 Parla sección 01001,Renta neta media por hogar,2021,31.399
170989,2810601002 Parla sección 01002,Renta neta media por hogar,2021,24.295
171031,2810601003 Parla sección 01003,Renta neta media por hogar,2021,27.134
171073,2810601004 Parla sección 01004,Renta neta media por hogar,2021,28.109
171115,2810601005 Parla sección 01005,Renta neta media por hogar,2021,27.388
171157,2810601006 Parla sección 01006,Renta neta media por hogar,2021,28.418
171199,2810601007 Parla sección 01007,Renta neta media por hogar,2021,24.487
171241,2810601008 Parla sección 01008,Renta neta media por hogar,2021,26.512
171283,2810601009 Parla sección 01009,Renta neta media por hogar,2021,26.324
171325,2810601010 Parla sección 01010,Renta neta media por hogar,2021,26.210
171367,2810601011 Parla sección 01011,Renta neta media por hogar,2021,25.374
171409,2810601012 Parla sección 01012,Renta neta media por hogar,2021,28.183
171451,2810601013 Parla sección 01013,Renta neta media por hogar,2021,26.667
171493,2810601014 Parla sección 01014,Renta neta media por hogar,2021,24.867
171535,2810601015 Parla sección 01015,Renta neta media por hogar,2021,31.322
171577,2810601016 Parla sección 01016,Renta neta media por hogar,2021,30.891
171619,2810601017 Parla sección 01017,Renta neta media por hogar,2021,26.693
171661,2810601018 Parla sección 01018,Renta neta media por hogar,2021,28.340
171703,2810601019 Parla sección 01019,Renta neta media por hogar,2021,24.714
171745,2810601021 Parla sección 01021,Renta neta media por hogar,2021,28.140
171787,2810601022 Parla sección 01022,Renta neta media por hogar,2021,24.088
171829,2810601023 Parla sección 01023,Renta neta media por hogar,2021,27.456
171871,2810601024 Parla sección 01024,Renta neta media por hogar,2021,27.969
171913,2810601025 Parla sección 01025,Renta neta media por hogar,2021,28.975
171955,2810601026 Parla sección 01026,Renta neta media por hogar,2021,27.801
171997,2810601027 Parla sección 01027,Renta neta media por hogar,2021,29.487
172039,2810601028 Parla sección 01028,Renta neta media por hogar,2021,27.018
172081,2810601029 Parla sección 01029,Renta neta media por hogar,2021,28.680
172123,2810601030 Parla sección 01030,Renta neta media por hogar,2021,27.326
172165,2810601031 Parla sección 01031,Renta neta media por hogar,2021,26.619
172207,2810601032 Parla sección 01032,Renta neta media por hogar,2021,28.495
172249,2810601033 Parla sección 01033,Renta neta media por hogar,2021,21.971
172291,2810601034 Parla sección 01034,Renta neta media por hogar,2021,28.653
172333,2810601035 Parla sección 01035,Renta neta media por hogar,2021,26.792
172375,2810601036 Parla sección 01036,Renta neta media por hogar,2021,30.886
172417,2810601037 Parla sección 01037,Renta neta media por hogar,2021,29.024
172459,2810601038 Parla sección 01038,Renta neta media por hogar,2021,31.099
172501,2810601039 Parla sección 01039,Renta neta media por hogar,2021,31.295
172543,2810601040 Parla sección 01040,Renta neta media por hogar,2021,30.718
172585,2810601041 Parla sección 01041,Renta neta media por hogar,2021,43.465
172627,2810601042 Parla sección 01042,Renta neta media por hogar,2021,39.053
172669,2810601043 Parla sección 01043,Renta neta media por hogar,2021,41.760
172711,2810601044 Parla sección 01044,Renta neta media por hogar,2021,35.044
172753,2810601045 Parla sección 01045,Renta neta media por hogar,2021,30.794
172795,2810601046 Parla sección 01046,Renta neta media por hogar,2021,31.442
172837,2810601047 Parla sección 01047,Renta neta media por hogar,2021,31.272
172879,2810601048 Parla sección 01048,Renta neta media por hogar,2021,43.976
172921,2810601049 Parla sección 01049,Renta neta media por hogar,2021,36.542
172963,2810601050 Parla sección 01050,Renta neta media por hogar,2021,34.304
173005,2810601051 Parla sección 01051,Renta neta media por hogar,2021,39.536
173047,2810601052 Parla sección 01052,Renta neta media por hogar,2021,32.721
173089,2810601053 Parla sección 01053,Renta neta media por hogar,2021,45.104
173131,2810601054 Parla sección 01054,Renta neta media por hogar,2021,32.309
173173,2810601055 Parla sección 01055,Renta neta media por hogar,2021,42.649
173215,2810601056 Parla sección 01056,Renta neta media por hogar,2021,32.656
173257,2810601057 Parla sección 01057,Renta neta media por hogar,2021,30.865
173299,2810601058 Parla sección 01058,Renta neta media por hogar,2021,32.735
173341,2810601059 Parla sección 01059,Renta neta media por hogar,2021,29.726
173383,2810601060 Parla sección 01060,Renta neta media por hogar,2021,30.478
173425,2810601061 Parla sección 01061,Renta neta media por hogar,2021,32.697
173467,2810601062 Parla sección 01062,Renta neta media por hogar,2021,30.265
173509,2810601063 Parla sección 01063,Renta neta media por hogar,2021,33.814
173551,2810601064 Parla sección 01064,Renta neta media por hogar,2021,29.313
173593,2810601065 Parla sección 01065,Renta neta media por hogar,2021,40.112
173635,2810601066 Parla sección 01066,Renta neta media por hogar,2021,34.222
173677,2810601067 Parla sección 01067,Renta neta media por hogar,2021,36.791
173803,2810701001 Patones sección 01001,Renta neta media por hogar,2021,35.345
173929,2810801001 Pedrezuela sección 01001,Renta neta media por hogar,2021,37.111
173971,2810801002 Pedrezuela sección 01002,Renta neta media por hogar,2021,37.085
174097,2810901001 Pelayos de la Presa sección 01001,Renta neta media por hogar,2021,26.205
174223,2811001001 Perales de Tajuña sección 01001,Renta neta media por hogar,2021,28.361
174349,2811101001 Pezuela de las Torres sección 01001,Renta neta media por hogar,2021,29.766
174475,2811201001 Pinilla del Valle sección 01001,Renta neta media por hogar,2021,30.037
174601,2811301001 Pinto sección 01001,Renta neta media por hogar,2021,28.445
174643,2811301002 Pinto sección 01002,Renta neta media por hogar,2021,33.181
174685,2811301003 Pinto sección 01003,Renta neta media por hogar,2021,32.021
174727,2811301004 Pinto sección 01004,Renta neta media por hogar,2021,30.492
174769,2811301005 Pinto sección 01005,Renta neta media por hogar,2021,32.265
174811,2811301006 Pinto sección 01006,Renta neta media por hogar,2021,42.753
174853,2811301007 Pinto sección 01007,Renta neta media por hogar,2021,35.005
174895,2811301008 Pinto sección 01008,Renta neta media por hogar,2021,33.733
174937,2811301009 Pinto sección 01009,Renta neta media por hogar,2021,29.554
174979,2811301010 Pinto sección 01010,Renta neta media por hogar,2021,41.224
175021,2811301011 Pinto sección 01011,Renta neta media por hogar,2021,41.166
175063,2811301012 Pinto sección 01012,Renta neta media por hogar,2021,43.529
175105,2811301013 Pinto sección 01013,Renta neta media por hogar,2021,40.302
175147,2811301014 Pinto sección 01014,Renta neta media por hogar,2021,35.662
175231,2811302001 Pinto sección 02001,Renta neta media por hogar,2021,29.402
175273,2811302002 Pinto sección 02002,Renta neta media por hogar,2021,28.090
175315,2811302003 Pinto sección 02003,Renta neta media por hogar,2021,32.611
175357,2811302004 Pinto sección 02004,Renta neta media por hogar,2021,37.842
175399,2811302005 Pinto sección 02005,Renta neta media por hogar,2021,29.627
175441,2811302006 Pinto sección 02006,Renta neta media por hogar,2021,42.406
175483,2811302007 Pinto sección 02007,Renta neta media por hogar,2021,37.576
175525,2811302008 Pinto sección 02008,Renta neta media por hogar,2021,37.652
175567,2811302009 Pinto sección 02009,Renta neta media por hogar,2021,37.083
175609,2811302010 Pinto sección 02010,Renta neta media por hogar,2021,46.198
175651,2811302011 Pinto sección 02011,Renta neta media por hogar,2021,40.389
175693,2811302012 Pinto sección 02012,Renta neta media por hogar,2021,38.918
175735,2811302013 Pinto sección 02013,Renta neta media por hogar,2021,50.271
175777,2811302014 Pinto sección 02014,Renta neta media por hogar,2021,44.385
175819,2811302015 Pinto sección 02015,Renta neta media por hogar,2021,47.295
175945,2811401001 Piñuécar-Gandullas sección 01001,Renta neta media por hogar,2021,27.556
176071,2811501001 Pozuelo de Alarcón sección 01001,Renta neta media por hogar,2021,77.762
176113,2811501002 Pozuelo de Alarcón sección 01002,Renta neta media por hogar,2021,88.769
176155,2811501004 Pozuelo de Alarcón sección 01004,Renta neta media por hogar,2021,27.956
176197,2811501005 Pozuelo de Alarcón sección 01005,Renta neta media por hogar,2021,47.616
176239,2811501006 Pozuelo de Alarcón sección 01006,Renta neta media por hogar,2021,88.769
176281,2811501007 Pozuelo de Alarcón sección 01007,Renta neta media por hogar,2021,29.239
176323,2811501008 Pozuelo de Alarcón sección 01008,Renta neta media por hogar,2021,48.058
176365,2811501009 Pozuelo de Alarcón sección 01009,Renta neta media por hogar,2021,44.032
176407,2811501010 Pozuelo de Alarcón sección 01010,Renta neta media por hogar,2021,88.769
176449,2811501011 Pozuelo de Alarcón sección 01011,Renta neta media por hogar,2021,28.697
176491,2811501012 Pozuelo de Alarcón sección 01012,Renta neta media por hogar,2021,88.769
176533,2811501013 Pozuelo de Alarcón sección 01013,Renta neta media por hogar,2021,29.015
176575,2811501014 Pozuelo de Alarcón sección 01014,Renta neta media por hogar,2021,84.333
176617,2811501015 Pozuelo de Alarcón sección 01015,Renta neta media por hogar,2021,45.269
176659,2811501016 Pozuelo de Alarcón sección 01016,Renta neta media por hogar,2021,86.901
176701,2811501017 Pozuelo de Alarcón sección 01017,Renta neta media por hogar,2021,73.278
176743,2811501018 Pozuelo de Alarcón sección 01018,Renta neta media por hogar,2021,83.264
176785,2811501019 Pozuelo de Alarcón sección 01019,Renta neta media por hogar,2021,86.283
176827,2811501020 Pozuelo de Alarcón sección 01020,Renta neta media por hogar,2021,88.769
176869,2811501021 Pozuelo de Alarcón sección 01021,Renta neta media por hogar,2021,48.063
176911,2811501022 Pozuelo de Alarcón sección 01022,Renta neta media por hogar,2021,88.769
176953,2811501023 Pozuelo de Alarcón sección 01023,Renta neta media por hogar,2021,88.769
176995,2811501024 Pozuelo de Alarcón sección 01024,Renta neta media por hogar,2021,88.769
177037,2811501025 Pozuelo de Alarcón sección 01025,Renta neta media por hogar,2021,71.622
177079,2811501026 Pozuelo de Alarcón sección 01026,Renta neta media por hogar,2021,68.558
177121,2811501027 Pozuelo de Alarcón sección 01027,Renta neta media por hogar,2021,88.769
177163,2811501028 Pozuelo de Alarcón sección 01028,Renta neta media por hogar,2021,81.171
177205,2811501029 Pozuelo de Alarcón sección 01029,Renta neta media por hogar,2021,82.088
177247,2811501030 Pozuelo de Alarcón sección 01030,Renta neta media por hogar,2021,88.758
177289,2811501031 Pozuelo de Alarcón sección 01031,Renta neta media por hogar,2021,88.769
177373,2811502001 Pozuelo de Alarcón sección 02001,Renta neta media por hogar,2021,88.769
177415,2811502002 Pozuelo de Alarcón sección 02002,Renta neta media por hogar,2021,67.831
177457,2811502003 Pozuelo de Alarcón sección 02003,Renta neta media por hogar,2021,38.274
177499,2811502004 Pozuelo de Alarcón sección 02004,Renta neta media por hogar,2021,83.762
177541,2811502005 Pozuelo de Alarcón sección 02005,Renta neta media por hogar,2021,75.304
177583,2811502006 Pozuelo de Alarcón sección 02006,Renta neta media por hogar,2021,88.769
177625,2811502007 Pozuelo de Alarcón sección 02007,Renta neta media por hogar,2021,86.751
177667,2811502008 Pozuelo de Alarcón sección 02008,Renta neta media por hogar,2021,87.639
177709,2811502009 Pozuelo de Alarcón sección 02009,Renta neta media por hogar,2021,79.574
177751,2811502010 Pozuelo de Alarcón sección 02010,Renta neta media por hogar,2021,88.769
177793,2811502011 Pozuelo de Alarcón sección 02011,Renta neta media por hogar,2021,88.769
177835,2811502012 Pozuelo de Alarcón sección 02012,Renta neta media por hogar,2021,88.769
177877,2811502013 Pozuelo de Alarcón sección 02013,Renta neta media por hogar,2021,84.780
177919,2811502014 Pozuelo de Alarcón sección 02014,Renta neta media por hogar,2021,74.380
177961,2811502015 Pozuelo de Alarcón sección 02015,Renta neta media por hogar,2021,74.366
178003,2811502016 Pozuelo de Alarcón sección 02016,Renta neta media por hogar,2021,65.203
178045,2811502017 Pozuelo de Alarcón sección 02017,Renta neta media por hogar,2021,72.873
178087,2811502018 Pozuelo de Alarcón sección 02018,Renta neta media por hogar,2021,72.622
178129,2811502019 Pozuelo de Alarcón sección 02019,Renta neta media por hogar,2021,72.520
178171,2811502020 Pozuelo de Alarcón sección 02020,Renta neta media por hogar,2021,72.437
178213,2811502021 Pozuelo de Alarcón sección 02021,Renta neta media por hogar,2021,84.304
178339,2811601001 Pozuelo del Rey sección 01001,Renta neta media por hogar,2021,32.336
178465,2811701001 Prádena del Rincón sección 01001,Renta neta media por hogar,2021,38.187
178591,2811801001 Puebla de la Sierra sección 01001,Renta neta media por hogar,2021,27.228
178717,2811901001 Quijorna sección 01001,Renta neta media por hogar,2021,33.337
178759,2811901002 Quijorna sección 01002,Renta neta media por hogar,2021,40.466
178885,2812001001 Rascafría sección 01001,Renta neta media por hogar,2021,33.581
179011,2812101001 Redueña sección 01001,Renta neta media por hogar,2021,33.690
179137,2812201001 Ribatejada sección 01001,Renta neta media por hogar,2021,31.379
179263,2812301001 Rivas-Vaciamadrid sección 01001,Renta neta media por hogar,2021,39.166
179305,2812301002 Rivas-Vaciamadrid sección 01002,Renta neta media por hogar,2021,38.811
179347,2812301003 Rivas-Vaciamadrid sección 01003,Renta neta media por hogar,2021,33.813
179389,2812301004 Rivas-Vaciamadrid sección 01004,Renta neta media por hogar,2021,39.194
179431,2812301005 Rivas-Vaciamadrid sección 01005,Renta neta media por hogar,2021,55.001
179473,2812301006 Rivas-Vaciamadrid sección 01006,Renta neta media por hogar,2021,62.373
179515,2812301007 Rivas-Vaciamadrid sección 01007,Renta neta media por hogar,2021,35.281
179557,2812301008 Rivas-Vaciamadrid sección 01008,Renta neta media por hogar,2021,42.390
179599,2812301009 Rivas-Vaciamadrid sección 01009,Renta neta media por hogar,2021,39.678
179641,2812301010 Rivas-Vaciamadrid sección 01010,Renta neta media por hogar,2021,39.674
179683,2812301011 Rivas-Vaciamadrid sección 01011,Renta neta media por hogar,2021,40.646
179725,2812301012 Rivas-Vaciamadrid sección 01012,Renta neta media por hogar,2021,60.353
179767,2812301013 Rivas-Vaciamadrid sección 01013,Renta neta media por hogar,2021,60.049
179809,2812301014 Rivas-Vaciamadrid sección 01014,Renta neta media por hogar,2021,66.582
179851,2812301015 Rivas-Vaciamadrid sección 01015,Renta neta media por hogar,2021,41.070
179893,2812301016 Rivas-Vaciamadrid sección 01016,Renta neta media por hogar,2021,48.938
179935,2812301017 Rivas-Vaciamadrid sección 01017,Renta neta media por hogar,2021,63.883
179977,2812301018 Rivas-Vaciamadrid sección 01018,Renta neta media por hogar,2021,67.739
180019,2812301019 Rivas-Vaciamadrid sección 01019,Renta neta media por hogar,2021,42.197
180061,2812301020 Rivas-Vaciamadrid sección 01020,Renta neta media por hogar,2021,49.801
180103,2812301021 Rivas-Vaciamadrid sección 01021,Renta neta media por hogar,2021,41.966
180145,2812301022 Rivas-Vaciamadrid sección 01022,Renta neta media por hogar,2021,33.872
180187,2812301023 Rivas-Vaciamadrid sección 01023,Renta neta media por hogar,2021,54.187
180229,2812301024 Rivas-Vaciamadrid sección 01024,Renta neta media por hogar,2021,56.867
180271,2812301025 Rivas-Vaciamadrid sección 01025,Renta neta media por hogar,2021,46.151
180313,2812301026 Rivas-Vaciamadrid sección 01026,Renta neta media por hogar,2021,35.091
180355,2812301027 Rivas-Vaciamadrid sección 01027,Renta neta media por hogar,2021,34.246
180397,2812301028 Rivas-Vaciamadrid sección 01028,Renta neta media por hogar,2021,66.279
180439,2812301029 Rivas-Vaciamadrid sección 01029,Renta neta media por hogar,2021,42.888
180481,2812301030 Rivas-Vaciamadrid sección 01030,Renta neta media por hogar,2021,72.297
180523,2812301031 Rivas-Vaciamadrid sección 01031,Renta neta media por hogar,2021,50.780
180565,2812301032 Rivas-Vaciamadrid sección 01032,Renta neta media por hogar,2021,49.921
180607,2812301033 Rivas-Vaciamadrid sección 01033,Renta neta media por hogar,2021,58.794
180649,2812301034 Rivas-Vaciamadrid sección 01034,Renta neta media por hogar,2021,48.035
180691,2812301035 Rivas-Vaciamadrid sección 01035,Renta neta media por hogar,2021,59.148
180733,2812301036 Rivas-Vaciamadrid sección 01036,Renta neta media por hogar,2021,55.669
180775,2812301037 Rivas-Vaciamadrid sección 01037,Renta neta media por hogar,2021,39.707
180817,2812301038 Rivas-Vaciamadrid sección 01038,Renta neta media por hogar,2021,38.617
180859,2812301039 Rivas-Vaciamadrid sección 01039,Renta neta media por hogar,2021,43.688
180901,2812301040 Rivas-Vaciamadrid sección 01040,Renta neta media por hogar,2021,47.521
180943,2812301041 Rivas-Vaciamadrid sección 01041,Renta neta media por hogar,2021,41.089
180985,2812301042 Rivas-Vaciamadrid sección 01042,Renta neta media por hogar,2021,68.698
181027,2812301043 Rivas-Vaciamadrid sección 01043,Renta neta media por hogar,2021,48.645
181069,2812301044 Rivas-Vaciamadrid sección 01044,Renta neta media por hogar,2021,40.419
181111,2812301045 Rivas-Vaciamadrid sección 01045,Renta neta media por hogar,2021,38.647
181153,2812301046 Rivas-Vaciamadrid sección 01046,Renta neta media por hogar,2021,53.174
181195,2812301048 Rivas-Vaciamadrid sección 01048,Renta neta media por hogar,2021,39.904
181237,2812301049 Rivas-Vaciamadrid sección 01049,Renta neta media por hogar,2021,40.350
181279,2812301050 Rivas-Vaciamadrid sección 01050,Renta neta media por hogar,2021,52.586
181321,2812301051 Rivas-Vaciamadrid sección 01051,Renta neta media por hogar,2021,48.537
181363,2812301052 Rivas-Vaciamadrid sección 01052,Renta neta media por hogar,2021,51.962
181405,2812301053 Rivas-Vaciamadrid sección 01053,Renta neta media por hogar,2021,38.495
181531,2812401001 Robledillo de la Jara sección 01001,Renta neta media por hogar,2021,28.929
181657,2812501001 Robledo de Chavela sección 01001,Renta neta media por hogar,2021,27.608
181699,2812501002 Robledo de Chavela sección 01002,Renta neta media por hogar,2021,36.056
181825,2812601001 Robregordo sección 01001,Renta neta media por hogar,2021,27.228
181951,"2812701001 Rozas de Madrid, Las sección 01001",Renta neta media por hogar,2021,34.450
181993,"2812701002 Rozas de Madrid, Las sección 01002",Renta neta media por hogar,2021,38.286
182035,"2812701003 Rozas de Madrid, Las sección 01003",Renta neta media por hogar,2021,60.206
182077,"2812701004 Rozas de Madrid, Las sección 01004",Renta neta media por hogar,2021,58.298
182119,"2812701005 Rozas de Madrid, Las sección 01005",Renta neta media por hogar,2021,62.235
182161,"2812701006 Rozas de Madrid, Las sección 01006",Renta neta media por hogar,2021,72.972
182203,"2812701007 Rozas de Madrid, Las sección 01007",Renta neta media por hogar,2021,77.065
182245,"2812701008 Rozas de Madrid, Las sección 01008",Renta neta media por hogar,2021,60.475
182287,"2812701009 Rozas de Madrid, Las sección 01009",Renta neta media por hogar,2021,88.769
182329,"2812701010 Rozas de Madrid, Las sección 01010",Renta neta media por hogar,2021,35.539
182371,"2812701011 Rozas de Madrid, Las sección 01011",Renta neta media por hogar,2021,56.321
182413,"2812701012 Rozas de Madrid, Las sección 01012",Renta neta media por hogar,2021,34.269
182455,"2812701013 Rozas de Madrid, Las sección 01013",Renta neta media por hogar,2021,69.871
182497,"2812701014 Rozas de Madrid, Las sección 01014",Renta neta media por hogar,2021,79.683
182539,"2812701015 Rozas de Madrid, Las sección 01015",Renta neta media por hogar,2021,37.588
182581,"2812701016 Rozas de Madrid, Las sección 01016",Renta neta media por hogar,2021,52.430
182623,"2812701017 Rozas de Madrid, Las sección 01017",Renta neta media por hogar,2021,69.339
182665,"2812701018 Rozas de Madrid, Las sección 01018",Renta neta media por hogar,2021,82.039
182707,"2812701019 Rozas de Madrid, Las sección 01019",Renta neta media por hogar,2021,74.142
182749,"2812701020 Rozas de Madrid, Las sección 01020",Renta neta media por hogar,2021,60.451
182791,"2812701021 Rozas de Madrid, Las sección 01021",Renta neta media por hogar,2021,45.210
182833,"2812701022 Rozas de Madrid, Las sección 01022",Renta neta media por hogar,2021,58.536
182875,"2812701023 Rozas de Madrid, Las sección 01023",Renta neta media por hogar,2021,70.689
182917,"2812701024 Rozas de Madrid, Las sección 01024",Renta neta media por hogar,2021,62.737
182959,"2812701025 Rozas de Madrid, Las sección 01025",Renta neta media por hogar,2021,67.042
183001,"2812701026 Rozas de Madrid, Las sección 01026",Renta neta media por hogar,2021,84.352
183043,"2812701027 Rozas de Madrid, Las sección 01027",Renta neta media por hogar,2021,
183085,"2812701028 Rozas de Madrid, Las sección 01028",Renta neta media por hogar,2021,75.353
183127,"2812701029 Rozas de Madrid, Las sección 01029",Renta neta media por hogar,2021,88.036
183169,"2812701030 Rozas de Madrid, Las sección 01030",Renta neta media por hogar,2021,88.769
183211,"2812701031 Rozas de Madrid, Las sección 01031",Renta neta media por hogar,2021,88.769
183253,"2812701032 Rozas de Madrid, Las sección 01032",Renta neta media por hogar,2021,73.075
183295,"2812701033 Rozas de Madrid, Las sección 01033",Renta neta media por hogar,2021,58.897
183337,"2812701034 Rozas de Madrid, Las sección 01034",Renta neta media por hogar,2021,68.654
183379,"2812701035 Rozas de Madrid, Las sección 01035",Renta neta media por hogar,2021,68.592
183421,"2812701036 Rozas de Madrid, Las sección 01036",Renta neta media por hogar,2021,60.614
183463,"2812701037 Rozas de Madrid, Las sección 01037",Renta neta media por hogar,2021,88.769
183505,"2812701038 Rozas de Madrid, Las sección 01038",Renta neta media por hogar,2021,62.324
183547,"2812701039 Rozas de Madrid, Las sección 01039",Renta neta media por hogar,2021,76.705
183589,"2812701040 Rozas de Madrid, Las sección 01040",Renta neta media por hogar,2021,69.434
183631,"2812701041 Rozas de Madrid, Las sección 01041",Renta neta media por hogar,2021,88.327
183673,"2812701042 Rozas de Madrid, Las sección 01042",Renta neta media por hogar,2021,66.235
183715,"2812701043 Rozas de Madrid, Las sección 01043",Renta neta media por hogar,2021,62.803
183757,"2812701044 Rozas de Madrid, Las sección 01044",Renta neta media por hogar,2021,71.522
183799,"2812701045 Rozas de Madrid, Las sección 01045",Renta neta media por hogar,2021,68.429
183841,"2812701046 Rozas de Madrid, Las sección 01046",Renta neta media por hogar,2021,58.050
183883,"2812701047 Rozas de Madrid, Las sección 01047",Renta neta media por hogar,2021,56.302
183925,"2812701048 Rozas de Madrid, Las sección 01048",Renta neta media por hogar,2021,67.941
183967,"2812701049 Rozas de Madrid, Las sección 01049",Renta neta media por hogar,2021,73.117
184093,2812801001 Rozas de Puerto Real sección 01001,Renta neta media por hogar,2021,27.217
184219,2812901001 San Agustín del Guadalix sección 01001,Renta neta media por hogar,2021,44.547
184261,2812901002 San Agustín del Guadalix sección 01002,Renta neta media por hogar,2021,36.616
184303,2812901003 San Agustín del Guadalix sección 01003,Renta neta media por hogar,2021,57.713
184345,2812901004 San Agustín del Guadalix sección 01004,Renta neta media por hogar,2021,54.145
184387,2812901005 San Agustín del Guadalix sección 01005,Renta neta media por hogar,2021,69.054
184429,2812901006 San Agustín del Guadalix sección 01006,Renta neta media por hogar,2021,68.542
184555,2813001001 San Fernando de Henares sección 01001,Renta neta media por hogar,2021,29.056
184597,2813001002 San Fernando de Henares sección 01002,Renta neta media por hogar,2021,31.192
184639,2813001003 San Fernando de Henares sección 01003,Renta neta media por hogar,2021,35.458
184681,2813001004 San Fernando de Henares sección 01004,Renta neta media por hogar,2021,33.581
184723,2813001005 San Fernando de Henares sección 01005,Renta neta media por hogar,2021,43.317
184765,2813001006 San Fernando de Henares sección 01006,Renta neta media por hogar,2021,36.176
184807,2813001007 San Fernando de Henares sección 01007,Renta neta media por hogar,2021,34.325
184849,2813001008 San Fernando de Henares sección 01008,Renta neta media por hogar,2021,34.904
184891,2813001009 San Fernando de Henares sección 01009,Renta neta media por hogar,2021,32.572
184933,2813001010 San Fernando de Henares sección 01010,Renta neta media por hogar,2021,29.710
184975,2813001011 San Fernando de Henares sección 01011,Renta neta media por hogar,2021,36.441
185017,2813001012 San Fernando de Henares sección 01012,Renta neta media por hogar,2021,37.498
185059,2813001013 San Fernando de Henares sección 01013,Renta neta media por hogar,2021,36.154
185101,2813001014 San Fernando de Henares sección 01014,Renta neta media por hogar,2021,32.074
185143,2813001015 San Fernando de Henares sección 01015,Renta neta media por hogar,2021,39.129
185185,2813001016 San Fernando de Henares sección 01016,Renta neta media por hogar,2021,36.501
185227,2813001017 San Fernando de Henares sección 01017,Renta neta media por hogar,2021,55.993
185269,2813001018 San Fernando de Henares sección 01018,Renta neta media por hogar,2021,39.927
185311,2813001019 San Fernando de Henares sección 01019,Renta neta media por hogar,2021,36.507
185353,2813001020 San Fernando de Henares sección 01020,Renta neta media por hogar,2021,34.198
185395,2813001021 San Fernando de Henares sección 01021,Renta neta media por hogar,2021,34.818
185437,2813001022 San Fernando de Henares sección 01022,Renta neta media por hogar,2021,36.549
185479,2813001023 San Fernando de Henares sección 01023,Renta neta media por hogar,2021,41.562
185605,2813101001 San Lorenzo de El Escorial sección 01001,Renta neta media por hogar,2021,29.449
185647,2813101002 San Lorenzo de El Escorial sección 01002,Renta neta media por hogar,2021,39.150
185689,2813101003 San Lorenzo de El Escorial sección 01003,Renta neta media por hogar,2021,32.805
185731,2813101004 San Lorenzo de El Escorial sección 01004,Renta neta media por hogar,2021,48.464
185773,2813101005 San Lorenzo de El Escorial sección 01005,Renta neta media por hogar,2021,41.457
185815,2813101006 San Lorenzo de El Escorial sección 01006,Renta neta media por hogar,2021,49.032
185857,2813101007 San Lorenzo de El Escorial sección 01007,Renta neta media por hogar,2021,54.131
185941,2813102001 San Lorenzo de El Escorial sección 02001,Renta neta media por hogar,2021,30.198
185983,2813102002 San Lorenzo de El Escorial sección 02002,Renta neta media por hogar,2021,33.567
186109,2813201001 San Martín de la Vega sección 01001,Renta neta media por hogar,2021,30.032
186151,2813201002 San Martín de la Vega sección 01002,Renta neta media por hogar,2021,31.207
186193,2813201003 San Martín de la Vega sección 01003,Renta neta media por hogar,2021,38.004
186235,2813201004 San Martín de la Vega sección 01004,Renta neta media por hogar,2021,35.769
186277,2813201005 San Martín de la Vega sección 01005,Renta neta media por hogar,2021,33.214
