,Secciones,Indicadores de renta media y mediana,Periodo,Total
118027,2807912097 Madrid sección 12097,Renta neta media por hogar,2021,28.595
118069,2807912098 Madrid sección 12098,Renta neta media por hogar,2021,44.100
118111,2807912099 Madrid sección 12099,Renta neta media por hogar,2021,29.300
118153,2807912100 Madrid sección 12100,Renta neta media por hogar,2021,26.278
118195,2807912101 Madrid sección 12101,Renta neta media por hogar,2021,40.418
118237,2807912102 Madrid sección 12102,Renta neta media por hogar,2021,35.057
118279,2807912103 Madrid sección 12103,Renta neta media por hogar,2021,25.576
118321,2807912104 Madrid sección 12104,Renta neta media por hogar,2021,41.013
118363,2807912105 Madrid sección 12105,Renta neta media por hogar,2021,40.930
118405,2807912106 Madrid sección 12106,Renta neta media por hogar,2021,40.639
118447,2807912107 Madrid sección 12107,Renta neta media por hogar,2021,45.702
118489,2807912108 Madrid sección 12108,Renta neta media por hogar,2021,36.270
118531,2807912109 Madrid sección 12109,Renta neta media por hogar,2021,33.381
118615,2807913002 Madrid sección 13002,Renta neta media por hogar,2021,25.587
118657,2807913003 Madrid sección 13003,Renta neta media por hogar,2021,25.013
118699,2807913004 Madrid sección 13004,Renta neta media por hogar,2021,25.663
118741,2807913005 Madrid sección 13005,Renta neta media por hogar,2021,27.074
118783,2807913006 Madrid sección 13006,Renta neta media por hogar,2021,27.848
118825,2807913007 Madrid sección 13007,Renta neta media por hogar,2021,27.040
118867,2807913008 Madrid sección 13008,Renta neta media por hogar,2021,26.081
118909,2807913010 Madrid sección 13010,Renta neta media por hogar,2021,27.330
118951,2807913011 Madrid sección 13011,Renta neta media por hogar,2021,25.698
118993,2807913012 Madrid sección 13012,Renta neta media por hogar,2021,26.204
119035,2807913013 Madrid sección 13013,Renta neta media por hogar,2021,24.938
119077,2807913014 Madrid sección 13014,Renta neta media por hogar,2021,25.361
119119,2807913016 Madrid sección 13016,Renta neta media por hogar,2021,23.887
119161,2807913017 Madrid sección 13017,Renta neta media por hogar,2021,26.933
119203,2807913018 Madrid sección 13018,Renta neta media por hogar,2021,24.413
119245,2807913019 Madrid sección 13019,Renta neta media por hogar,2021,27.089
119287,2807913021 Madrid sección 13021,Renta neta media por hogar,2021,29.678
119329,2807913022 Madrid sección 13022,Renta neta media por hogar,2021,27.301
119371,2807913023 Madrid sección 13023,Renta neta media por hogar,2021,28.550
119413,2807913024 Madrid sección 13024,Renta neta media por hogar,2021,30.031
119455,2807913026 Madrid sección 13026,Renta neta media por hogar,2021,25.400
119497,2807913027 Madrid sección 13027,Renta neta media por hogar,2021,20.805
119539,2807913028 Madrid sección 13028,Renta neta media por hogar,2021,22.728
119581,2807913029 Madrid sección 13029,Renta neta media por hogar,2021,24.194
119623,2807913030 Madrid sección 13030,Renta neta media por hogar,2021,26.807
119665,2807913031 Madrid sección 13031,Renta neta media por hogar,2021,26.505
119707,2807913032 Madrid sección 13032,Renta neta media por hogar,2021,28.250
119749,2807913033 Madrid sección 13033,Renta neta media por hogar,2021,26.686
119791,2807913034 Madrid sección 13034,Renta neta media por hogar,2021,26.391
119833,2807913035 Madrid sección 13035,Renta neta media por hogar,2021,29.623
119875,2807913036 Madrid sección 13036,Renta neta media por hogar,2021,24.187
119917,2807913037 Madrid sección 13037,Renta neta media por hogar,2021,25.131
119959,2807913038 Madrid sección 13038,Renta neta media por hogar,2021,23.864
120001,2807913039 Madrid sección 13039,Renta neta media por hogar,2021,25.081
120043,2807913040 Madrid sección 13040,Renta neta media por hogar,2021,23.411
120085,2807913041 Madrid sección 13041,Renta neta media por hogar,2021,24.775
120127,2807913042 Madrid sección 13042,Renta neta media por hogar,2021,24.748
120169,2807913043 Madrid sección 13043,Renta neta media por hogar,2021,24.845
120211,2807913044 Madrid sección 13044,Renta neta media por hogar,2021,25.030
120253,2807913045 Madrid sección 13045,Renta neta media por hogar,2021,23.271
120295,2807913046 Madrid sección 13046,Renta neta media por hogar,2021,24.099
120337,2807913047 Madrid sección 13047,Renta neta media por hogar,2021,25.540
120379,2807913048 Madrid sección 13048,Renta neta media por hogar,2021,23.691
120421,2807913049 Madrid sección 13049,Renta neta media por hogar,2021,28.828
120463,2807913050 Madrid sección 13050,Renta neta media por hogar,2021,24.310
120505,2807913052 Madrid sección 13052,Renta neta media por hogar,2021,27.852
120547,2807913053 Madrid sección 13053,Renta neta media por hogar,2021,27.990
120589,2807913054 Madrid sección 13054,Renta neta media por hogar,2021,25.400
120631,2807913055 Madrid sección 13055,Renta neta media por hogar,2021,24.490
120673,2807913056 Madrid sección 13056,Renta neta media por hogar,2021,25.431
120715,2807913057 Madrid sección 13057,Renta neta media por hogar,2021,24.675
120757,2807913058 Madrid sección 13058,Renta neta media por hogar,2021,23.409
120799,2807913059 Madrid sección 13059,Renta neta media por hogar,2021,21.905
120841,2807913060 Madrid sección 13060,Renta neta media por hogar,2021,25.619
120883,2807913061 Madrid sección 13061,Renta neta media por hogar,2021,22.602
120925,2807913062 Madrid sección 13062,Renta neta media por hogar,2021,24.826
120967,2807913063 Madrid sección 13063,Renta neta media por hogar,2021,25.748
121009,2807913064 Madrid sección 13064,Renta neta media por hogar,2021,
121051,2807913065 Madrid sección 13065,Renta neta media por hogar,2021,22.374
121093,2807913066 Madrid sección 13066,Renta neta media por hogar,2021,25.011
121135,2807913069 Madrid sección 13069,Renta neta media por hogar,2021,23.625
121177,2807913074 Madrid sección 13074,Renta neta media por hogar,2021,39.500
121219,2807913077 Madrid sección 13077,Renta neta media por hogar,2021,39.976
121261,2807913078 Madrid sección 13078,Renta neta media por hogar,2021,42.395
121303,2807913079 Madrid sección 13079,Renta neta media por hogar,2021,24.777
121345,2807913080 Madrid sección 13080,Renta neta media por hogar,2021,25.382
121387,2807913083 Madrid sección 13083,Renta neta media por hogar,2021,28.103
121429,2807913084 Madrid sección 13084,Renta neta media por hogar,2021,28.154
121471,2807913086 Madrid sección 13086,Renta neta media por hogar,2021,25.283
121513,2807913087 Madrid sección 13087,Renta neta media por hogar,2021,39.897
121555,2807913088 Madrid sección 13088,Renta neta media por hogar,2021,31.466
121597,2807913089 Madrid sección 13089,Renta neta media por hogar,2021,24.927
121639,2807913090 Madrid sección 13090,Renta neta media por hogar,2021,24.167
121681,2807913091 Madrid sección 13091,Renta neta media por hogar,2021,25.536
121723,2807913092 Madrid sección 13092,Renta neta media por hogar,2021,29.952
121765,2807913094 Madrid sección 13094,Renta neta media por hogar,2021,29.276
121807,2807913103 Madrid sección 13103,Renta neta media por hogar,2021,29.327
121849,2807913104 Madrid sección 13104,Renta neta media por hogar,2021,29.311
121891,2807913108 Madrid sección 13108,Renta neta media por hogar,2021,32.413
121933,2807913109 Madrid sección 13109,Renta neta media por hogar,2021,34.563
121975,2807913110 Madrid sección 13110,Renta neta media por hogar,2021,24.682
122017,2807913111 Madrid sección 13111,Renta neta media por hogar,2021,28.014
122059,2807913112 Madrid sección 13112,Renta neta media por hogar,2021,27.133
122101,2807913114 Madrid sección 13114,Renta neta media por hogar,2021,23.259
122143,2807913115 Madrid sección 13115,Renta neta media por hogar,2021,27.071
122185,2807913116 Madrid sección 13116,Renta neta media por hogar,2021,28.825
122227,2807913117 Madrid sección 13117,Renta neta media por hogar,2021,27.372
122269,2807913118 Madrid sección 13118,Renta neta media por hogar,2021,26.688
122311,2807913119 Madrid sección 13119,Renta neta media por hogar,2021,28.380
122353,2807913120 Madrid sección 13120,Renta neta media por hogar,2021,27.919
122395,2807913121 Madrid sección 13121,Renta neta media por hogar,2021,28.065
122437,2807913122 Madrid sección 13122,Renta neta media por hogar,2021,26.681
122479,2807913123 Madrid sección 13123,Renta neta media por hogar,2021,34.807
122521,2807913124 Madrid sección 13124,Renta neta media por hogar,2021,27.026
122563,2807913125 Madrid sección 13125,Renta neta media por hogar,2021,23.327
122605,2807913126 Madrid sección 13126,Renta neta media por hogar,2021,22.981
122647,2807913127 Madrid sección 13127,Renta neta media por hogar,2021,47.745
122689,2807913128 Madrid sección 13128,Renta neta media por hogar,2021,33.824
122731,2807913129 Madrid sección 13129,Renta neta media por hogar,2021,27.705
122773,2807913131 Madrid sección 13131,Renta neta media por hogar,2021,30.319
122815,2807913132 Madrid sección 13132,Renta neta media por hogar,2021,27.242
122857,2807913133 Madrid sección 13133,Renta neta media por hogar,2021,29.447
122899,2807913134 Madrid sección 13134,Renta neta media por hogar,2021,30.073
122941,2807913135 Madrid sección 13135,Renta neta media por hogar,2021,29.062
122983,2807913136 Madrid sección 13136,Renta neta media por hogar,2021,28.728
123025,2807913137 Madrid sección 13137,Renta neta media por hogar,2021,37.371
123067,2807913138 Madrid sección 13138,Renta neta media por hogar,2021,25.952
123109,2807913139 Madrid sección 13139,Renta neta media por hogar,2021,24.536
123151,2807913140 Madrid sección 13140,Renta neta media por hogar,2021,32.296
123193,2807913142 Madrid sección 13142,Renta neta media por hogar,2021,26.101
123235,2807913143 Madrid sección 13143,Renta neta media por hogar,2021,29.370
123277,2807913144 Madrid sección 13144,Renta neta media por hogar,2021,24.472
123319,2807913145 Madrid sección 13145,Renta neta media por hogar,2021,21.829
123361,2807913146 Madrid sección 13146,Renta neta media por hogar,2021,28.245
123403,2807913147 Madrid sección 13147,Renta neta media por hogar,2021,27.774
123445,2807913148 Madrid sección 13148,Renta neta media por hogar,2021,23.528
123487,2807913150 Madrid sección 13150,Renta neta media por hogar,2021,25.915
123529,2807913153 Madrid sección 13153,Renta neta media por hogar,2021,25.180
123571,2807913154 Madrid sección 13154,Renta neta media por hogar,2021,27.395
123613,2807913155 Madrid sección 13155,Renta neta media por hogar,2021,27.425
123655,2807913156 Madrid sección 13156,Renta neta media por hogar,2021,26.975
123697,2807913157 Madrid sección 13157,Renta neta media por hogar,2021,27.732
123739,2807913158 Madrid sección 13158,Renta neta media por hogar,2021,29.267
123781,2807913160 Madrid sección 13160,Renta neta media por hogar,2021,30.311
123823,2807913161 Madrid sección 13161,Renta neta media por hogar,2021,30.894
123865,2807913162 Madrid sección 13162,Renta neta media por hogar,2021,29.052
123907,2807913163 Madrid sección 13163,Renta neta media por hogar,2021,28.205
123949,2807913164 Madrid sección 13164,Renta neta media por hogar,2021,29.658
123991,2807913166 Madrid sección 13166,Renta neta media por hogar,2021,30.609
124033,2807913168 Madrid sección 13168,Renta neta media por hogar,2021,27.210
124075,2807913169 Madrid sección 13169,Renta neta media por hogar,2021,26.106
124117,2807913170 Madrid sección 13170,Renta neta media por hogar,2021,27.134
124159,2807913171 Madrid sección 13171,Renta neta media por hogar,2021,28.520
124201,2807913172 Madrid sección 13172,Renta neta media por hogar,2021,24.867
124243,2807913173 Madrid sección 13173,Renta neta media por hogar,2021,23.023
124285,2807913174 Madrid sección 13174,Renta neta media por hogar,2021,26.328
124327,2807913175 Madrid sección 13175,Renta neta media por hogar,2021,25.984
124369,2807913176 Madrid sección 13176,Renta neta media por hogar,2021,25.175
124411,2807913177 Madrid sección 13177,Renta neta media por hogar,2021,25.337
124453,2807913178 Madrid sección 13178,Renta neta media por hogar,2021,26.518
124495,2807913179 Madrid sección 13179,Renta neta media por hogar,2021,28.567
124537,2807913180 Madrid sección 13180,Renta neta media por hogar,2021,27.826
124579,2807913181 Madrid sección 13181,Renta neta media por hogar,2021,26.750
124621,2807913182 Madrid sección 13182,Renta neta media por hogar,2021,38.812
124663,2807913183 Madrid sección 13183,Renta neta media por hogar,2021,40.527
124705,2807913184 Madrid sección 13184,Renta neta media por hogar,2021,31.560
124747,2807913185 Madrid sección 13185,Renta neta media por hogar,2021,27.221
124789,2807913186 Madrid sección 13186,Renta neta media por hogar,2021,27.154
124831,2807913187 Madrid sección 13187,Renta neta media por hogar,2021,26.322
124873,2807913189 Madrid sección 13189,Renta neta media por hogar,2021,25.976
124915,2807913190 Madrid sección 13190,Renta neta media por hogar,2021,26.143
124957,2807913191 Madrid sección 13191,Renta neta media por hogar,2021,32.607
124999,2807913192 Madrid sección 13192,Renta neta media por hogar,2021,25.218
125041,2807913193 Madrid sección 13193,Renta neta media por hogar,2021,27.128
125083,2807913194 Madrid sección 13194,Renta neta media por hogar,2021,24.555
125125,2807913195 Madrid sección 13195,Renta neta media por hogar,2021,27.759
125167,2807913196 Madrid sección 13196,Renta neta media por hogar,2021,28.733
125209,2807913197 Madrid sección 13197,Renta neta media por hogar,2021,27.510
125251,2807913198 Madrid sección 13198,Renta neta media por hogar,2021,31.009
125293,2807913199 Madrid sección 13199,Renta neta media por hogar,2021,42.574
125335,2807913200 Madrid sección 13200,Renta neta media por hogar,2021,28.303
125377,2807913201 Madrid sección 13201,Renta neta media por hogar,2021,27.650
125419,2807913202 Madrid sección 13202,Renta neta media por hogar,2021,34.604
125461,2807913203 Madrid sección 13203,Renta neta media por hogar,2021,46.642
125503,2807913204 Madrid sección 13204,Renta neta media por hogar,2021,41.406
125545,2807913205 Madrid sección 13205,Renta neta media por hogar,2021,41.892
125587,2807913206 Madrid sección 13206,Renta neta media por hogar,2021,26.910
125629,2807913207 Madrid sección 13207,Renta neta media por hogar,2021,44.335
125671,2807913208 Madrid sección 13208,Renta neta media por hogar,2021,43.575
125713,2807913209 Madrid sección 13209,Renta neta media por hogar,2021,38.775
